tokens,token_n,N_1,new
“,13174,13174,1
Sartain,13175,13175,0
",",13176,13176,1
and,13177,13177,1
that,13178,13178,1
’,13179,13179,1
s,13180,13180,1
the,13181,13181,1
very,13182,13182,1
reason,13183,13183,1
he,13184,13184,1
can,13185,13185,1
’,13186,13186,1
t,13187,13187,1
sell,13188,13188,1
it,13189,13189,1
",",13190,13190,1
I,13191,13191,1
guess.,13192,13192,0
”,13193,13193,1
“,13194,13194,1
Landlord,13195,13195,1
",",13196,13196,1
”,13197,13197,1
said,13198,13198,1
I,13199,13199,1
",",13200,13200,1
going,13201,13201,1
up,13202,13202,1
to,13203,13203,1
him,13204,13204,1
as,13205,13205,1
cool,13206,13206,0
as,13207,13207,1
Mt,13208,13208,0
.,13209,13209,1
Hecla,13210,13210,0
in,13211,13211,1
a,13212,13212,1
snow-storm—,13213,13213,0
“,13214,13214,1
landlord,13215,13215,1
",",13216,13216,1
stop,13217,13217,1
whittling,13218,13218,1
.,13219,13219,1
You,13220,13220,1
and,13221,13221,1
I,13222,13222,1
must,13223,13223,1
understand,13224,13224,0
one,13225,13225,1
another,13226,13226,1
",",13227,13227,1
and,13228,13228,1
that,13229,13229,1
too,13230,13230,1
without,13231,13231,1
delay,13232,13232,0
.,13233,13233,1
I,13234,13234,1
come,13235,13235,1
to,13236,13236,1
your,13237,13237,1
house,13238,13238,1
and,13239,13239,1
want,13240,13240,1
a,13241,13241,1
bed,13242,13242,1
;,13243,13243,1
you,13244,13244,1
tell,13245,13245,1
me,13246,13246,1
you,13247,13247,1
can,13248,13248,1
only,13249,13249,1
give,13250,13250,1
me,13251,13251,1
half,13252,13252,1
a,13253,13253,1
one,13254,13254,1
;,13255,13255,1
that,13256,13256,1
the,13257,13257,1
other,13258,13258,1
half,13259,13259,1
belongs,13260,13260,0
to,13261,13261,1
a,13262,13262,1
certain,13263,13263,1
harpooneer,13264,13264,1
.,13265,13265,1
And,13266,13266,1
about,13267,13267,1
this,13268,13268,1
harpooneer,13269,13269,1
",",13270,13270,1
whom,13271,13271,1
I,13272,13272,1
have,13273,13273,1
not,13274,13274,1
yet,13275,13275,1
seen,13276,13276,1
",",13277,13277,1
you,13278,13278,1
persist,13279,13279,0
in,13280,13280,1
telling,13281,13281,1
me,13282,13282,1
the,13283,13283,1
most,13284,13284,1
mystifying,13285,13285,0
and,13286,13286,1
exasperating,13287,13287,0
stories,13288,13288,0
tending,13289,13289,0
to,13290,13290,1
beget,13291,13291,0
in,13292,13292,1
me,13293,13293,1
an,13294,13294,1
uncomfortable,13295,13295,1
feeling,13296,13296,0
towards,13297,13297,1
the,13298,13298,1
man,13299,13299,1
whom,13300,13300,1
you,13301,13301,1
design,13302,13302,1
for,13303,13303,1
my,13304,13304,1
bedfellow—a,13305,13305,0
sort,13306,13306,1
of,13307,13307,1
connexion,13308,13308,1
",",13309,13309,1
landlord,13310,13310,1
",",13311,13311,1
which,13312,13312,1
is,13313,13313,1
an,13314,13314,1
intimate,13315,13315,0
and,13316,13316,1
confidential,13317,13317,0
one,13318,13318,1
in,13319,13319,1
the,13320,13320,1
highest,13321,13321,0
degree,13322,13322,1
.,13323,13323,1
I,13324,13324,1
now,13325,13325,1
demand,13326,13326,0
of,13327,13327,1
you,13328,13328,1
to,13329,13329,1
speak,13330,13330,1
out,13331,13331,1
and,13332,13332,1
tell,13333,13333,1
me,13334,13334,1
who,13335,13335,1
and,13336,13336,1
what,13337,13337,1
this,13338,13338,1
harpooneer,13339,13339,1
is,13340,13340,1
",",13341,13341,1
and,13342,13342,1
whether,13343,13343,1
I,13344,13344,1
shall,13345,13345,1
be,13346,13346,1
in,13347,13347,1
all,13348,13348,1
respects,13349,13349,0
safe,13350,13350,0
to,13351,13351,1
spend,13352,13352,1
the,13353,13353,1
night,13354,13354,1
with,13355,13355,1
him,13356,13356,1
.,13357,13357,1
And,13358,13358,1
in,13359,13359,1
the,13360,13360,1
first,13361,13361,1
place,13362,13362,1
",",13363,13363,1
you,13364,13364,1
will,13365,13365,1
be,13366,13366,1
so,13367,13367,1
good,13368,13368,1
as,13369,13369,1
to,13370,13370,1
unsay,13371,13371,0
that,13372,13372,1
story,13373,13373,1
about,13374,13374,1
selling,13375,13375,0
his,13376,13376,1
head,13377,13377,1
",",13378,13378,1
which,13379,13379,1
if,13380,13380,1
true,13381,13381,1
I,13382,13382,1
take,13383,13383,1
to,13384,13384,1
be,13385,13385,1
good,13386,13386,1
evidence,13387,13387,0
that,13388,13388,1
this,13389,13389,1
harpooneer,13390,13390,1
is,13391,13391,1
stark,13392,13392,0
mad,13393,13393,0
",",13394,13394,1
and,13395,13395,1
I,13396,13396,1
’,13397,13397,1
ve,13398,13398,1
no,13399,13399,1
idea,13400,13400,1
of,13401,13401,1
sleeping,13402,13402,1
with,13403,13403,1
a,13404,13404,1
madman,13405,13405,0
;,13406,13406,1
and,13407,13407,1
you,13408,13408,1
",",13409,13409,1
sir,13410,13410,1
",",13411,13411,1
_you_,13412,13412,0
I,13413,13413,1
mean,13414,13414,1
",",13415,13415,1
landlord,13416,13416,1
",",13417,13417,1
_you_,13418,13418,1
",",13419,13419,1
sir,13420,13420,1
",",13421,13421,1
by,13422,13422,1
trying,13423,13423,1
to,13424,13424,1
induce,13425,13425,0
me,13426,13426,1
to,13427,13427,1
do,13428,13428,1
so,13429,13429,1
knowingly,13430,13430,0
",",13431,13431,1
would,13432,13432,1
thereby,13433,13433,0
render,13434,13434,0
yourself,13435,13435,1
liable,13436,13436,0
to,13437,13437,1
a,13438,13438,1
criminal,13439,13439,0
prosecution.,13440,13440,0
”,13441,13441,1
“,13442,13442,1
Wall,13443,13443,0
",",13444,13444,1
”,13445,13445,1
said,13446,13446,1
the,13447,13447,1
landlord,13448,13448,1
",",13449,13449,1
fetching,13450,13450,0
a,13451,13451,1
long,13452,13452,1
breath,13453,13453,1
",",13454,13454,1
“,13455,13455,1
that,13456,13456,1
’,13457,13457,1
s,13458,13458,1
a,13459,13459,1
purty,13460,13460,0
long,13461,13461,1
sarmon,13462,13462,0
for,13463,13463,1
a,13464,13464,1
chap,13465,13465,1
that,13466,13466,1
rips,13467,13467,0
a,13468,13468,1
little,13469,13469,1
now,13470,13470,1
and,13471,13471,1
then,13472,13472,1
.,13473,13473,1
But,13474,13474,1
be,13475,13475,1
easy,13476,13476,1
",",13477,13477,1
be,13478,13478,1
easy,13479,13479,1
",",13480,13480,1
this,13481,13481,1
here,13482,13482,1
harpooneer,13483,13483,1
I,13484,13484,1
have,13485,13485,1
been,13486,13486,1
tellin,13487,13487,0
’,13488,13488,1
you,13489,13489,1
of,13490,13490,1
has,13491,13491,1
just,13492,13492,1
arrived,13493,13493,1
from,13494,13494,1
the,13495,13495,1
south,13496,13496,1
seas,13497,13497,1
",",13498,13498,1
where,13499,13499,1
he,13500,13500,1
bought,13501,13501,0
up,13502,13502,1
a,13503,13503,1
lot,13504,13504,0
of,13505,13505,1
’,13506,13506,1
balmed,13507,13507,0
New,13508,13508,1
Zealand,13509,13509,0
heads,13510,13510,1
(,13511,13511,1
great,13512,13512,1
curios,13513,13513,0
",",13514,13514,1
you,13515,13515,1
know,13516,13516,1
),13517,13517,1
",",13518,13518,1
and,13519,13519,1
he,13520,13520,1
’,13521,13521,1
s,13522,13522,1
sold,13523,13523,0
all,13524,13524,1
on,13525,13525,1
’,13526,13526,1
em,13527,13527,1
but,13528,13528,1
one,13529,13529,1
",",13530,13530,1
and,13531,13531,1
that,13532,13532,1
one,13533,13533,1
he,13534,13534,1
’,13535,13535,1
s,13536,13536,1
trying,13537,13537,1
to,13538,13538,1
sell,13539,13539,1
to-night,13540,13540,1
",",13541,13541,1
cause,13542,13542,0
to-morrow,13543,13543,0
’,13544,13544,1
s,13545,13545,1
Sunday,13546,13546,1
",",13547,13547,1
and,13548,13548,1
it,13549,13549,1
would,13550,13550,1
not,13551,13551,1
do,13552,13552,1
to,13553,13553,1
be,13554,13554,1
sellin,13555,13555,0
’,13556,13556,1
human,13557,13557,1
heads,13558,13558,1
about,13559,13559,1
the,13560,13560,1
streets,13561,13561,1
when,13562,13562,1
folks,13563,13563,0
is,13564,13564,1
goin,13565,13565,1
’,13566,13566,1
to,13567,13567,1
churches,13568,13568,0
.,13569,13569,1
He,13570,13570,1
wanted,13571,13571,0
to,13572,13572,1
",",13573,13573,1
last,13574,13574,1
Sunday,13575,13575,1
",",13576,13576,1
but,13577,13577,1
I,13578,13578,1
stopped,13579,13579,0
him,13580,13580,1
just,13581,13581,1
as,13582,13582,1
he,13583,13583,1
was,13584,13584,1
goin,13585,13585,1
’,13586,13586,1
out,13587,13587,1
of,13588,13588,1
the,13589,13589,1
door,13590,13590,1
with,13591,13591,1
four,13592,13592,1
heads,13593,13593,1
strung,13594,13594,0
on,13595,13595,1
a,13596,13596,1
string,13597,13597,0
",",13598,13598,1
for,13599,13599,1
all,13600,13600,1
the,13601,13601,1
airth,13602,13602,1
like,13603,13603,1
a,13604,13604,1
string,13605,13605,1
of,13606,13606,1
inions.,13607,13607,0
”,13608,13608,1
This,13609,13609,1
account,13610,13610,1
cleared,13611,13611,0
up,13612,13612,1
the,13613,13613,1
otherwise,13614,13614,0
unaccountable,13615,13615,1
mystery,13616,13616,0
",",13617,13617,1
and,13618,13618,1
showed,13619,13619,0
that,13620,13620,1
the,13621,13621,1
landlord,13622,13622,1
",",13623,13623,1
after,13624,13624,1
all,13625,13625,1
",",13626,13626,1
had,13627,13627,1
had,13628,13628,1
no,13629,13629,1
idea,13630,13630,1
of,13631,13631,1
fooling,13632,13632,0
me—but,13633,13633,0
at,13634,13634,1
the,13635,13635,1
same,13636,13636,1
time,13637,13637,1
what,13638,13638,1
could,13639,13639,1
I,13640,13640,1
think,13641,13641,1
of,13642,13642,1
a,13643,13643,1
harpooneer,13644,13644,1
who,13645,13645,1
stayed,13646,13646,0
out,13647,13647,1
of,13648,13648,1
a,13649,13649,1
Saturday,13650,13650,1
night,13651,13651,1
clean,13652,13652,1
into,13653,13653,1
the,13654,13654,1
holy,13655,13655,1
Sabbath,13656,13656,1
",",13657,13657,1
engaged,13658,13658,1
in,13659,13659,1
such,13660,13660,1
a,13661,13661,1
cannibal,13662,13662,1
business,13663,13663,1
as,13664,13664,1
selling,13665,13665,1
the,13666,13666,1
heads,13667,13667,1
of,13668,13668,1
dead,13669,13669,1
idolators,13670,13670,0
?,13671,13671,1
“,13672,13672,1
Depend,13673,13673,0
upon,13674,13674,1
it,13675,13675,1
",",13676,13676,1
landlord,13677,13677,1
",",13678,13678,1
that,13679,13679,1
harpooneer,13680,13680,1
is,13681,13681,1
a,13682,13682,1
dangerous,13683,13683,1
man.,13684,13684,1
”,13685,13685,1
“,13686,13686,1
He,13687,13687,1
pays,13688,13688,0
reg,13689,13689,0
’,13690,13690,1
lar,13691,13691,0
",",13692,13692,1
”,13693,13693,1
was,13694,13694,1
the,13695,13695,1
rejoinder,13696,13696,0
.,13697,13697,1
“,13698,13698,1
But,13699,13699,1
come,13700,13700,1
",",13701,13701,1
it,13702,13702,1
’,13703,13703,1
s,13704,13704,1
getting,13705,13705,1
dreadful,13706,13706,1
late,13707,13707,1
",",13708,13708,1
you,13709,13709,1
had,13710,13710,1
better,13711,13711,1
be,13712,13712,1
turning,13713,13713,1
flukes—it,13714,13714,0
’,13715,13715,1
s,13716,13716,1
a,13717,13717,1
nice,13718,13718,0
bed,13719,13719,1
;,13720,13720,1
Sal,13721,13721,0
and,13722,13722,1
me,13723,13723,1
slept,13724,13724,0
in,13725,13725,1
that,13726,13726,1
ere,13727,13727,1
bed,13728,13728,1
the,13729,13729,1
night,13730,13730,1
we,13731,13731,1
were,13732,13732,1
spliced,13733,13733,0
.,13734,13734,1
There,13735,13735,1
’,13736,13736,1
s,13737,13737,1
plenty,13738,13738,1
of,13739,13739,1
room,13740,13740,1
for,13741,13741,1
two,13742,13742,1
to,13743,13743,1
kick,13744,13744,0
about,13745,13745,1
in,13746,13746,1
that,13747,13747,1
bed,13748,13748,1
;,13749,13749,1
it,13750,13750,1
’,13751,13751,1
s,13752,13752,1
an,13753,13753,1
almighty,13754,13754,0
big,13755,13755,0
bed,13756,13756,1
that,13757,13757,1
.,13758,13758,1
Why,13759,13759,1
",",13760,13760,1
afore,13761,13761,1
we,13762,13762,1
give,13763,13763,1
it,13764,13764,1
up,13765,13765,1
",",13766,13766,1
Sal,13767,13767,1
used,13768,13768,1
to,13769,13769,1
put,13770,13770,1
our,13771,13771,1
Sam,13772,13772,0
and,13773,13773,1
little,13774,13774,1
Johnny,13775,13775,0
in,13776,13776,1
the,13777,13777,1
foot,13778,13778,1
of,13779,13779,1
it,13780,13780,1
.,13781,13781,1
But,13782,13782,1
I,13783,13783,1
got,13784,13784,1
a,13785,13785,1
dreaming,13786,13786,0
and,13787,13787,1
sprawling,13788,13788,0
about,13789,13789,1
one,13790,13790,1
night,13791,13791,1
",",13792,13792,1
and,13793,13793,1
somehow,13794,13794,1
",",13795,13795,1
Sam,13796,13796,1
got,13797,13797,1
pitched,13798,13798,0
on,13799,13799,1
the,13800,13800,1
floor,13801,13801,0
",",13802,13802,1
and,13803,13803,1
came,13804,13804,1
near,13805,13805,1
breaking,13806,13806,0
his,13807,13807,1
arm,13808,13808,1
.,13809,13809,1
Arter,13810,13810,0
that,13811,13811,1
",",13812,13812,1
Sal,13813,13813,1
said,13814,13814,1
it,13815,13815,1
wouldn,13816,13816,0
’,13817,13817,1
t,13818,13818,1
do,13819,13819,1
.,13820,13820,1
Come,13821,13821,0
along,13822,13822,1
here,13823,13823,1
",",13824,13824,1
I,13825,13825,1
’,13826,13826,1
ll,13827,13827,1
give,13828,13828,1
ye,13829,13829,1
a,13830,13830,1
glim,13831,13831,0
in,13832,13832,1
a,13833,13833,1
jiffy,13834,13834,0
;,13835,13835,1
”,13836,13836,1
and,13837,13837,1
so,13838,13838,1
saying,13839,13839,1
he,13840,13840,1
lighted,13841,13841,0
a,13842,13842,1
candle,13843,13843,1
and,13844,13844,1
held,13845,13845,1
it,13846,13846,1
towards,13847,13847,1
me,13848,13848,1
",",13849,13849,1
offering,13850,13850,0
to,13851,13851,1
lead,13852,13852,1
the,13853,13853,1
way,13854,13854,1
.,13855,13855,1
But,13856,13856,1
I,13857,13857,1
stood,13858,13858,1
irresolute,13859,13859,0
;,13860,13860,1
when,13861,13861,1
looking,13862,13862,1
at,13863,13863,1
a,13864,13864,1
clock,13865,13865,1
in,13866,13866,1
the,13867,13867,1
corner,13868,13868,1
",",13869,13869,1
he,13870,13870,1
exclaimed,13871,13871,1
“,13872,13872,1
I,13873,13873,1
vum,13874,13874,0
it,13875,13875,1
’,13876,13876,1
s,13877,13877,1
Sunday—you,13878,13878,0
won,13879,13879,0
’,13880,13880,1
t,13881,13881,1
see,13882,13882,1
that,13883,13883,1
harpooneer,13884,13884,1
to-night,13885,13885,1
;,13886,13886,1
he,13887,13887,1
’,13888,13888,1
s,13889,13889,1
come,13890,13890,1
to,13891,13891,1
anchor,13892,13892,0
somewhere—come,13893,13893,0
along,13894,13894,1
then,13895,13895,1
;,13896,13896,1
_do_,13897,13897,0
come,13898,13898,1
;,13899,13899,1
_won,13900,13900,0
’,13901,13901,1
t_,13902,13902,0
ye,13903,13903,1
come,13904,13904,1
?,13905,13905,1
”,13906,13906,1
I,13907,13907,1
considered,13908,13908,0
the,13909,13909,1
matter,13910,13910,1
a,13911,13911,1
moment,13912,13912,1
",",13913,13913,1
and,13914,13914,1
then,13915,13915,1
up,13916,13916,1
stairs,13917,13917,0
we,13918,13918,1
went,13919,13919,1
",",13920,13920,1
and,13921,13921,1
I,13922,13922,1
was,13923,13923,1
ushered,13924,13924,0
into,13925,13925,1
a,13926,13926,1
small,13927,13927,1
room,13928,13928,1
",",13929,13929,1
cold,13930,13930,1
as,13931,13931,1
a,13932,13932,1
clam,13933,13933,0
",",13934,13934,1
and,13935,13935,1
furnished,13936,13936,0
",",13937,13937,1
sure,13938,13938,1
enough,13939,13939,1
",",13940,13940,1
with,13941,13941,1
a,13942,13942,1
prodigious,13943,13943,0
bed,13944,13944,1
",",13945,13945,1
almost,13946,13946,1
big,13947,13947,1
enough,13948,13948,1
indeed,13949,13949,1
for,13950,13950,1
any,13951,13951,1
four,13952,13952,1
harpooneers,13953,13953,1
to,13954,13954,1
sleep,13955,13955,1
abreast,13956,13956,0
.,13957,13957,1
“,13958,13958,1
There,13959,13959,1
",",13960,13960,1
”,13961,13961,1
said,13962,13962,1
the,13963,13963,1
landlord,13964,13964,1
",",13965,13965,1
placing,13966,13966,0
the,13967,13967,1
candle,13968,13968,1
on,13969,13969,1
a,13970,13970,1
crazy,13971,13971,1
old,13972,13972,1
sea,13973,13973,1
chest,13974,13974,1
that,13975,13975,1
did,13976,13976,1
double,13977,13977,0
duty,13978,13978,0
as,13979,13979,1
a,13980,13980,1
wash-stand,13981,13981,0
and,13982,13982,1
centre,13983,13983,1
table,13984,13984,1
;,13985,13985,1
“,13986,13986,1
there,13987,13987,1
",",13988,13988,1
make,13989,13989,1
yourself,13990,13990,1
comfortable,13991,13991,0
now,13992,13992,1
",",13993,13993,1
and,13994,13994,1
good,13995,13995,1
night,13996,13996,1
to,13997,13997,1
ye.,13998,13998,0
”,13999,13999,1
I,14000,14000,1
turned,14001,14001,1
round,14002,14002,1
from,14003,14003,1
eyeing,14004,14004,0
the,14005,14005,1
bed,14006,14006,1
",",14007,14007,1
but,14008,14008,1
he,14009,14009,1
had,14010,14010,1
disappeared,14011,14011,0
.,14012,14012,1
Folding,14013,14013,0
back,14014,14014,1
the,14015,14015,1
counterpane,14016,14016,0
",",14017,14017,1
I,14018,14018,1
stooped,14019,14019,0
over,14020,14020,1
the,14021,14021,1
bed,14022,14022,1
.,14023,14023,1
Though,14024,14024,1
none,14025,14025,1
of,14026,14026,1
the,14027,14027,1
most,14028,14028,1
elegant,14029,14029,0
",",14030,14030,1
it,14031,14031,1
yet,14032,14032,1
stood,14033,14033,1
the,14034,14034,1
scrutiny,14035,14035,0
tolerably,14036,14036,0
well,14037,14037,1
.,14038,14038,1
I,14039,14039,1
then,14040,14040,1
glanced,14041,14041,0
round,14042,14042,1
the,14043,14043,1
room,14044,14044,1
;,14045,14045,1
and,14046,14046,1
besides,14047,14047,1
the,14048,14048,1
bedstead,14049,14049,0
and,14050,14050,1
centre,14051,14051,1
table,14052,14052,1
",",14053,14053,1
could,14054,14054,1
see,14055,14055,1
no,14056,14056,1
other,14057,14057,1
furniture,14058,14058,0
belonging,14059,14059,0
to,14060,14060,1
the,14061,14061,1
place,14062,14062,1
",",14063,14063,1
but,14064,14064,1
a,14065,14065,1
rude,14066,14066,1
shelf,14067,14067,0
",",14068,14068,1
the,14069,14069,1
four,14070,14070,1
walls,14071,14071,0
",",14072,14072,1
and,14073,14073,1
a,14074,14074,1
papered,14075,14075,0
fireboard,14076,14076,0
representing,14077,14077,1
a,14078,14078,1
man,14079,14079,1
striking,14080,14080,1
a,14081,14081,1
whale,14082,14082,1
.,14083,14083,1
Of,14084,14084,1
things,14085,14085,1
not,14086,14086,1
properly,14087,14087,0
belonging,14088,14088,1
to,14089,14089,1
the,14090,14090,1
room,14091,14091,1
",",14092,14092,1
there,14093,14093,1
was,14094,14094,1
a,14095,14095,1
hammock,14096,14096,1
lashed,14097,14097,0
up,14098,14098,1
",",14099,14099,1
and,14100,14100,1
thrown,14101,14101,1
upon,14102,14102,1
the,14103,14103,1
floor,14104,14104,1
in,14105,14105,1
one,14106,14106,1
corner,14107,14107,1
;,14108,14108,1
also,14109,14109,1
a,14110,14110,1
large,14111,14111,1
seaman,14112,14112,0
’,14113,14113,1
s,14114,14114,1
bag,14115,14115,1
",",14116,14116,1
containing,14117,14117,0
the,14118,14118,1
harpooneer,14119,14119,1
’,14120,14120,1
s,14121,14121,1
wardrobe,14122,14122,0
",",14123,14123,1
no,14124,14124,1
doubt,14125,14125,1
in,14126,14126,1
lieu,14127,14127,0
of,14128,14128,1
a,14129,14129,1
land,14130,14130,1
trunk,14131,14131,1
.,14132,14132,1
Likewise,14133,14133,0
",",14134,14134,1
there,14135,14135,1
was,14136,14136,1
a,14137,14137,1
parcel,14138,14138,0
of,14139,14139,1
outlandish,14140,14140,0
bone,14141,14141,1
fish,14142,14142,1
hooks,14143,14143,0
on,14144,14144,1
the,14145,14145,1
shelf,14146,14146,1
over,14147,14147,1
the,14148,14148,1
fire-place,14149,14149,0
",",14150,14150,1
and,14151,14151,1
a,14152,14152,1
tall,14153,14153,1
harpoon,14154,14154,1
standing,14155,14155,1
at,14156,14156,1
the,14157,14157,1
head,14158,14158,1
of,14159,14159,1
the,14160,14160,1
bed,14161,14161,1
.,14162,14162,1
But,14163,14163,1
what,14164,14164,1
is,14165,14165,1
this,14166,14166,1
on,14167,14167,1
the,14168,14168,1
chest,14169,14169,1
?,14170,14170,1
I,14171,14171,1
took,14172,14172,1
it,14173,14173,1
up,14174,14174,1
",",14175,14175,1
and,14176,14176,1
held,14177,14177,1
it,14178,14178,1
close,14179,14179,1
to,14180,14180,1
the,14181,14181,1
light,14182,14182,1
",",14183,14183,1
and,14184,14184,1
felt,14185,14185,0
it,14186,14186,1
",",14187,14187,1
and,14188,14188,1
smelt,14189,14189,1
it,14190,14190,1
",",14191,14191,1
and,14192,14192,1
tried,14193,14193,0
every,14194,14194,1
way,14195,14195,1
possible,14196,14196,1
to,14197,14197,1
arrive,14198,14198,1
at,14199,14199,1
some,14200,14200,1
satisfactory,14201,14201,0
conclusion,14202,14202,1
concerning,14203,14203,0
it,14204,14204,1
.,14205,14205,1
I,14206,14206,1
can,14207,14207,1
compare,14208,14208,1
it,14209,14209,1
to,14210,14210,1
nothing,14211,14211,1
but,14212,14212,1
a,14213,14213,1
large,14214,14214,1
door,14215,14215,1
mat,14216,14216,0
",",14217,14217,1
ornamented,14218,14218,0
at,14219,14219,1
the,14220,14220,1
edges,14221,14221,0
with,14222,14222,1
little,14223,14223,1
tinkling,14224,14224,1
tags,14225,14225,0
something,14226,14226,1
like,14227,14227,1
